"cable_style","nc","cc","xa","ne","xae","od","br","wght","ct","core_con","mt"
PD,24,p,"20",0,0.00,1.335,4.00,758,p,,1302
PG,2,c,"1",0,0.00,1.330,5.30,1342,p,,1302
PG,2,c,"1/0",0,0.00,1.410,5.60,1561,p,,1302
PG,2,c,"10",0,0.00,0.665,2.70,307,p,,1302
PG,2,c,"12",0,0.00,0.615,2.50,253,p,,1302
PG,2,c,"14",0,0.00,0.580,2.30,218,p,,1302
PG,2,c,"16",0,0.00,0.515,2.10,175,p,,1302
PG,2,c,"18",0,0.00,0.495,2.00,158,p,,1302
PG,2,c,"2",0,0.00,1.220,4.90,1111,p,,1302
PG,2,c,"2/0",0,0.00,1.510,6.00,1839,p,,1302
PG,2,c,"262",0,0.00,2.075,8.30,3435,p,,1302
PG,2,c,"3/0",0,0.00,1.610,6.40,2168,p,,1302
PG,2,c,"313",0,0.00,2.145,8.60,3875,p,,1302
PG,2,c,"373",0,0.00,2.255,9.00,4408,p,,1302
PG,2,c,"4",0,0.00,1.055,4.20,800,p,,1302
PG,2,c,"4/0",0,0.00,1.830,7.30,2703,p,,1302
PG,2,c,"444",0,0.00,2.415,9.70,5027,p,,1302
PG,2,c,"535",0,0.00,2.610,10.40,6015,p,,1302
PG,2,c,"6",0,0.00,0.955,3.80,624,p,,1302
PG,2,c,"646",0,0.00,2.830,11.30,7078,p,,1302
PG,2,c,"777",0,0.00,3.030,12.10,8354,p,,1302
PG,2,c,"8",0,0.00,0.830,3.30,464,p,,1302
PG,3,c,"1",0,0.00,1.400,5.60,1647,p,,1302
PG,3,c,"1/0",0,0.00,1.485,5.90,1936,p,,1302
PG,3,c,"10",0,0.00,0.695,2.80,354,p,,1302
PG,3,c,"12",0,0.00,0.640,2.60,286,p,,1302
PG,3,c,"14",0,0.00,0.605,2.40,242,p,,1302
PG,3,c,"16",0,0.00,0.570,2.30,209,p,,1302
PG,3,c,"18",0,0.00,0.510,2.00,172,p,,1302
PG,3,c,"2",0,0.00,1.280,5.10,1354,p,,1302
PG,3,c,"2/0",0,0.00,1.595,6.40,2302,p,,1302
PG,3,c,"262",0,0.00,2.190,8.80,4325,p,,1302
PG,3,c,"3/0",0,0.00,1.770,7.10,2842,p,,1302
PG,3,c,"313",0,0.00,2.265,9.10,4934,p,,1302
PG,3,c,"373",0,0.00,2.385,9.50,5649,p,,1302
PG,3,c,"4",0,0.00,1.150,4.60,1011,p,,1302
PG,3,c,"4/0",0,0.00,1.930,7.70,3405,p,,1302
PG,3,c,"444",0,0.00,2.555,10.20,6452,p,,1302
PG,3,c,"535",0,0.00,2.830,11.30,7932,p,,1302
PG,3,c,"6",0,0.00,0.995,4.00,734,p,,1302
PG,3,c,"646",0,0.00,2.995,12.00,9152,p,,1302
PG,3,c,"777",0,0.00,3.275,13.10,11068,p,,1302
PG,3,c,"8",0,0.00,0.910,3.60,574,p,,1302
PG,4,c,"1",0,0.00,1.515,6.10,2014,p,,1302
PG,4,c,"1/0",0,0.00,1.610,6.40,2383,p,,1302
PG,4,c,"10",0,0.00,0.775,3.10,441,p,,1302
PG,4,c,"12",0,0.00,0.680,2.70,330,p,,1302
PG,4,c,"14",0,0.00,0.640,2.60,276,p,,1302
PG,4,c,"16",0,0.00,0.600,2.40,235,p,,1302
PG,4,c,"18",0,0.00,0.575,2.30,209,p,,1302
PG,4,c,"2",0,0.00,1.380,5.50,1647,p,,1302
PG,4,c,"2/0",0,0.00,1.795,7.20,2951,p,,1302
PG,4,c,"262",0,0.00,2.380,9.50,5370,p,,1302
PG,4,c,"3/0",0,0.00,1.915,7.70,3518,p,,1302
PG,4,c,"313",0,0.00,2.465,9.90,6160,p,,1302
PG,4,c,"373",0,0.00,2.600,10.40,7079,p,,1302
PG,4,c,"4",0,0.00,1.235,4.90,1212,p,,1302
PG,4,c,"4/0",0,0.00,2.165,8.70,4364,p,,1302
PG,4,c,"444",0,0.00,2.855,11.40,8265,p,,1302
PG,4,c,"535",0,0.00,3.090,12.40,9961,p,,1302
PG,4,c,"6",0,0.00,1.070,4.30,874,p,,1302
PG,4,c,"646",0,0.00,3.335,13.30,11734,p,,1302
PG,4,c,"777",0,0.00,3.575,14.30,13955,p,,1302
PG,4,c,"8",0,0.00,0.975,3.90,673,p,,1302
PG,5,c,"1",0,0.00,1.650,6.60,2407,p,,1302
PG,5,c,"1/0",0,0.00,1.825,7.30,2964,p,,1302
PG,5,c,"10",0,0.00,0.830,3.30,508,p,,1302
PG,5,c,"12",0,0.00,0.765,3.10,405,p,,1302
PG,5,c,"14",0,0.00,0.680,2.70,314,p,,1302
PG,5,c,"16",0,0.00,0.640,2.60,265,p,,1302
PG,5,c,"18",0,0.00,0.610,2.40,234,p,,1302
PG,5,c,"2",0,0.00,1.500,6.00,1961,p,,1302
PG,5,c,"2/0",0,0.00,1.960,7.80,3541,p,,1302
PG,5,c,"262",0,0.00,2.610,10.40,6480,p,,1302
PG,5,c,"3/0",0,0.00,2.165,8.70,4370,p,,1302
PG,5,c,"313",0,0.00,2.705,10.80,7456,p,,1302
PG,5,c,"373",0,0.00,2.920,11.70,8757,p,,1302
PG,5,c,"4",0,0.00,1.335,5.30,1430,p,,1302
PG,5,c,"4/0",0,0.00,2.365,9.50,5250,p,,1302
PG,5,c,"444",0,0.00,3.200,12.80,10211,p,,1302
PG,5,c,"535",0,0.00,3.465,13.90,12310,p,,1302
PG,5,c,"6",0,0.00,1.200,4.80,1078,p,,1302
PG,5,c,"646",0,0.00,3.670,14.70,14254,p,,1302
PG,5,c,"777",0,0.00,3.940,15.80,16987,p,,1302
PG,5,c,"8",0,0.00,1.050,4.20,782,p,,1302
PG,7,c,"10",0,0.00,0.935,3.70,636,p,,1302
PG,7,c,"12",0,0.00,0.815,3.30,470,p,,1302
PG,7,c,"14",0,0.00,0.760,3.00,386,p,,1302
PG,7,c,"16",0,0.00,0.675,2.70,300,p,,1302
PG,7,c,"18",0,0.00,0.645,2.60,262,p,,1302
PG,12,c,"10",0,0.00,1.195,4.80,1005,p,,1302
PG,12,c,"12",0,0.00,1.045,4.20,735,p,,1302
PG,12,c,"14",0,0.00,0.970,3.90,596,p,,1302
PG,12,c,"16",0,0.00,0.905,3.60,493,p,,1302
PG,12,c,"18",0,0.00,0.810,3.20,396,p,,1302
PG,16,c,"12",0,0.00,1.180,4.70,947,p,,1302
PG,16,c,"14",0,0.00,1.050,4.20,717,p,,1302
PG,16,c,"16",0,0.00,0.975,3.90,585,p,,1302
PG,16,c,"18",0,0.00,0.920,3.70,503,p,,1302
PG,24,c,"12",0,0.00,1.390,5.60,1302,p,,1302
PG,24,c,"14",0,0.00,1.280,5.10,1035,p,,1302
PG,24,c,"16",0,0.00,1.185,4.70,838,p,,1302
PG,24,c,"18",0,0.00,1.120,4.50,716,p,,1302
PG,30,c,"12",0,0.00,1.455,5.80,1494,p,,1302
PG,30,c,"14",0,0.00,1.340,5.40,1175,p,,1302
PG,30,c,"16",0,0.00,1.235,4.90,941,p,,1302
PG,30,c,"18",0,0.00,1.165,4.70,796,p,,1302
PG,37,c,"12",0,0.00,1.550,6.20,1745,p,,1302
PG,37,c,"14",0,0.00,1.425,5.70,1360,p,,1302
PG,37,c,"16",0,0.00,1.310,5.20,1079,p,,1302
PG,37,c,"18",0,0.00,1.235,4.90,906,p,,1302
PH,1,p,"14",0,0.00,0.590,2.40,214,p,,1302
PH,1,p,"16",0,0.00,0.525,2.10,170,p,,1302
PH,1,p,"18",0,0.00,0.505,2.00,153,p,,1302
PH,1,p,"20",0,0.00,0.485,1.90,141,p,,1302
PH,1,t,"16",0,0.00,0.605,2.40,217,p,,1302
PH,1,t,"18",0,0.00,0.580,2.30,195,p,,1302
PH,2,p,"14",0,0.00,0.890,3.60,420,p,,1302
PH,2,p,"16",0,0.00,0.790,3.20,327,p,,1302
PH,2,p,"18",0,0.00,0.750,3.00,292,p,,1302
PH,2,p,"20",0,0.00,0.685,2.70,243,p,,1302
PH,2,t,"16",0,0.00,0.910,3.60,422,p,,1302
PH,2,t,"18",0,0.00,0.820,3.30,342,p,,1302
PH,3,t,"16",0,0.00,0.950,3.80,489,p,,1302
PH,3,t,"18",0,0.00,0.905,3.60,428,p,,1302
PH,4,p,"14",0,0.00,0.990,4.00,568,p,,1302
PH,4,p,"16",0,0.00,0.925,3.70,470,p,,1302
PH,4,p,"18",0,0.00,0.835,3.30,378,p,,1302
PH,4,p,"20",0,0.00,0.795,3.20,339,p,,1302
PH,4,t,"16",0,0.00,1.015,4.10,569,p,,1302
PH,4,t,"18",0,0.00,0.965,3.90,493,p,,1302
PH,5,p,"14",0,0.00,1.065,4.30,657,p,,1302
PH,5,p,"16",0,0.00,0.995,4.00,537,p,,1302
PH,5,p,"18",0,0.00,0.940,3.80,468,p,,1302
PH,5,p,"20",0,0.00,0.895,3.60,419,p,,1302
PH,5,t,"16",0,0.00,1.140,4.60,706,p,,1302
PH,5,t,"18",0,0.00,1.035,4.10,565,p,,1302
PH,6,p,"14",0,0.00,1.185,4.70,798,p,,1302
PH,6,p,"16",0,0.00,1.060,4.20,607,p,,1302
PH,6,p,"18",0,0.00,1.005,4.00,525,p,,1302
PH,6,p,"20",0,0.00,0.955,3.80,468,p,,1302
PH,6,t,"16",0,0.00,1.220,4.90,800,p,,1302
PH,6,t,"18",0,0.00,1.155,4.60,689,p,,1302
PH,8,p,"14",0,0.00,1.265,5.10,926,p,,1302
PH,8,p,"16",0,0.00,1.175,4.70,748,p,,1302
PH,8,p,"18",0,0.00,1.070,4.30,596,p,,1302
PH,8,p,"20",0,0.00,1.010,4.00,527,p,,1302
PH,8,t,"16",0,0.00,1.305,5.20,924,p,,1302
PH,8,t,"18",0,0.00,1.230,4.90,787,p,,1302
PH,10,p,"14",0,0.00,1.440,5.80,1148,p,,1302
PH,10,p,"16",0,0.00,1.330,5.30,922,p,,1302
PH,10,p,"18",0,0.00,1.255,5.00,790,p,,1302
PH,10,p,"20",0,0.00,1.190,4.80,698,p,,1302
PH,12,p,"14",0,0.00,1.480,5.90,1228,p,,1302
PH,12,p,"16",0,0.00,1.365,5.50,975,p,,1302
PH,12,p,"18",0,0.00,1.290,5.20,829,p,,1302
PH,12,p,"20",0,0.00,1.220,4.90,729,p,,1302
PH,12,t,"16",0,0.00,1.525,6.10,1223,p,,1302
PH,12,t,"18",0,0.00,1.435,5.70,1027,p,,1302
PH,16,p,"14",0,0.00,1.620,6.50,1503,p,,1302
PH,16,p,"16",0,0.00,1.490,6.00,1176,p,,1302
PH,16,p,"18",0,0.00,1.400,5.60,989,p,,1302
PH,16,p,"20",0,0.00,1.320,5.30,862,p,,1302
PH,16,t,"16",0,0.00,1.670,6.70,1494,p,,1302
PH,16,t,"18",0,0.00,1.565,6.30,1241,p,,1302
PH,20,p,"14",0,0.00,1.840,7.40,1904,p,,1302
PH,20,p,"16",0,0.00,1.630,6.50,1394,p,,1302
PH,20,p,"18",0,0.00,1.530,6.10,1163,p,,1302
PH,20,p,"20",0,0.00,1.440,5.80,1007,p,,1302
PH,24,p,"14",0,0.00,2.085,8.30,2343,p,,1302
PH,24,p,"16",0,0.00,1.850,7.40,1725,p,,1302
PH,24,p,"18",0,0.00,1.670,6.70,1342,p,,1302
PH,24,p,"20",0,0.00,1.570,6.30,1157,p,,1302
PJ,1,c,"1",0,0.00,0.775,3.10,545,p,,1302
PJ,1,c,"1/0",0,0.00,0.815,3.26,633,p,,1302
PJ,1,c,"10",0,0.00,10.100,40.40,197,p,,1301
PJ,1,c,"10",0,0.00,0.440,1.76,147,p,,1302
PJ,1,c,"1111",0,0.00,1.930,7.72,4578,p,,1302
PJ,1,c,"120",0,0.00,23.500,94.10,1426,p,,1301
PJ,1,c,"150",0,0.00,26.200,104.80,1782,p,,1301
PJ,1,c,"16",0,0.00,11.100,44.50,259,p,,1301
PJ,1,c,"185",0,0.00,28.800,115.00,2210,p,,1301
PJ,1,c,"2",0,0.00,0.685,2.74,433,p,,1302
PJ,1,c,"2/0",0,0.00,0.910,3.64,780,p,,1302
PJ,1,c,"240",0,0.00,31.700,126.90,2701,p,,1301
PJ,1,c,"25",0,0.00,13.200,52.90,373,p,,1301
PJ,1,c,"262",0,0.00,1.170,4.68,1361,p,,1302
PJ,1,c,"3/0",0,0.00,0.960,3.84,915,p,,1302
PJ,1,c,"300",0,0.00,34.400,137.50,3348,p,,1301
PJ,1,c,"313",0,0.00,1.205,4.82,1550,p,,1302
PJ,1,c,"35",0,0.00,14.600,58.40,480,p,,1301
PJ,1,c,"373",0,0.00,1.260,5.04,1766,p,,1302
PJ,1,c,"4",0,0.00,0.625,2.50,330,p,,1302
PJ,1,c,"4/0",0,0.00,1.035,4.14,1081,p,,1302
PJ,1,c,"400",0,0.00,39.200,156.70,4284,p,,1301
PJ,1,c,"444",0,0.00,1.340,5.36,2000,p,,1302
PJ,1,c,"50",0,0.00,16.300,65.00,632,p,,1301
PJ,1,c,"500",0,0.00,43.300,173.10,5339,p,,1301
PJ,1,c,"535",0,0.00,1.435,5.74,2383,p,,1302
PJ,1,c,"6",0,0.00,0.575,2.30,260,p,,1302
PJ,1,c,"630",0,0.00,48.000,191.90,6650,p,,1301
PJ,1,c,"646",0,0.00,1.510,6.04,2745,p,,1302
PJ,1,c,"70",0,0.00,18.700,74.90,878,p,,1301
PJ,1,c,"777",0,0.00,1.610,6.44,3253,p,,1302
PJ,1,c,"8",0,0.00,0.500,2.00,195,p,,1302
PJ,1,c,"95",0,0.00,20.900,83.50,1078,p,,1301
PJ,2,c,"1.5",0,0.00,11.600,47.00,165,p,,1301
PJ,2,c,"10",0,0.00,17.200,69.00,436,p,,1301
PJ,2,c,"10",0,0.00,0.655,2.62,304,p,,1302
PJ,2,c,"12",0,0.00,0.605,2.42,250,p,,1302
PJ,2,c,"14",0,0.00,0.570,2.28,215,p,,1302
PJ,2,c,"16",0,0.00,19.400,78.00,587,p,,1301
PJ,2,c,"16",0,0.00,0.505,2.02,171,p,,1302
PJ,2,c,"2",0,0.00,1.205,4.82,1108,p,,1302
PJ,2,c,"2.5",0,0.00,12.400,50.00,199,p,,1301
PJ,2,c,"25",0,0.00,23.400,93.00,859,p,,1301
PJ,2,c,"35",0,0.00,26.000,104.00,1113,p,,1301
PJ,2,c,"4",0,0.00,13.600,54.00,244,p,,1301
PJ,2,c,"4",0,0.00,1.040,4.16,794,p,,1302
PJ,2,c,"6",0,0.00,15.100,60.00,312,p,,1301
PJ,2,c,"6",0,0.00,0.945,3.78,620,p,,1302
PJ,2,c,"8",0,0.00,0.820,3.28,459,p,,1302
PJ,3,c,"1",0,0.00,1.385,5.54,1628,p,,1302
PJ,3,c,"1.5",0,0.00,12.000,48.00,185,p,,1301
PJ,3,c,"1/0",0,0.00,1.470,5.88,1917,p,,1302
PJ,3,c,"10",0,0.00,18.300,73.00,538,p,,1301
PJ,3,c,"10",0,0.00,0.680,2.72,345,p,,1302
PJ,3,c,"12",0,0.00,0.625,2.50,278,p,,1302
PJ,3,c,"120",0,0.00,45.200,181.00,4224,p,,1301
PJ,3,c,"14",0,0.00,0.585,2.34,234,p,,1302
PJ,3,c,"150",0,0.00,49.000,196.00,5146,p,,1301
PJ,3,c,"16",0,0.00,20.600,82.00,741,p,,1301
PJ,3,c,"16",0,0.00,0.520,2.08,184,p,,1302
PJ,3,c,"185",0,0.00,54.600,218.00,6006,p,,1301
PJ,3,c,"2",0,0.00,1.260,5.04,1342,p,,1302
PJ,3,c,"2.5",0,0.00,13.100,52.00,227,p,,1301
PJ,3,c,"2/0",0,0.00,1.575,6.30,2282,p,,1302
PJ,3,c,"240",0,0.00,60.000,240.00,7806,p,,1301
PJ,3,c,"25",0,0.00,24.600,98.00,1083,p,,1301
PJ,3,c,"262",0,0.00,2.175,8.70,4305,p,,1302
PJ,3,c,"3/0",0,0.00,1.750,7.00,2827,p,,1302
PJ,3,c,"313",0,0.00,2.250,9.00,4917,p,,1302
PJ,3,c,"35",0,0.00,27.300,109.00,1421,p,,1301
PJ,3,c,"373",0,0.00,2.370,9.48,5634,p,,1302
PJ,3,c,"4",0,0.00,14.600,58.00,297,p,,1301
PJ,3,c,"4",0,0.00,1.135,4.54,999,p,,1302
PJ,3,c,"4/0",0,0.00,1.915,7.66,3390,p,,1302
PJ,3,c,"50",0,0.00,31.400,126.00,1937,p,,1301
PJ,3,c,"6",0,0.00,15.800,63.00,371,p,,1301
PJ,3,c,"6",0,0.00,0.980,3.92,721,p,,1302
PJ,3,c,"70",0,0.00,36.600,146.00,2734,p,,1301
PJ,3,c,"8",0,0.00,0.895,3.58,562,p,,1302
PJ,3,c,"95",0,0.00,40.600,162.00,3363,p,,1301
PJ,4,c,"1",0,0.00,1.495,5.98,1983,p,,1302
PJ,4,c,"1.5",0,0.00,12.800,51.00,211,p,,1301
PJ,4,c,"1/0",0,0.00,1.590,6.36,2350,p,,1302
PJ,4,c,"10",0,0.00,19.900,80.00,658,p,,1301
PJ,4,c,"10",0,0.00,0.760,3.04,429,p,,1302
PJ,4,c,"12",0,0.00,0.665,2.66,319,p,,1302
PJ,4,c,"120",0,0.00,49.700,199.00,5359,p,,1301
PJ,4,c,"14",0,0.00,0.620,2.48,265,p,,1302
PJ,4,c,"150",0,0.00,54.400,217.00,6585,p,,1301
PJ,4,c,"16",0,0.00,22.600,91.00,922,p,,1301
PJ,4,c,"16",0,0.00,0.585,2.34,225,p,,1302
PJ,4,c,"185",0,0.00,60.400,242.00,7644,p,,1301
PJ,4,c,"2",0,0.00,1.360,5.44,1626,p,,1302
PJ,4,c,"2.5",0,0.00,14.300,57.00,275,p,,1301
PJ,4,c,"2/0",0,0.00,1.780,7.12,2922,p,,1302
PJ,4,c,"25",0,0.00,27.000,108.00,1356,p,,1301
PJ,4,c,"262",0,0.00,2.365,9.46,5329,p,,1302
PJ,4,c,"3/0",0,0.00,1.900,7.60,3489,p,,1302
PJ,4,c,"35",0,0.00,30.100,120.00,1787,p,,1301
PJ,4,c,"4",0,0.00,15.500,62.00,349,p,,1301
PJ,4,c,"4",0,0.00,1.215,4.86,1193,p,,1302
PJ,4,c,"4/0",0,0.00,2.145,8.58,4338,p,,1302
PJ,4,c,"50",0,0.00,34.600,138.00,2444,p,,1301
PJ,4,c,"6",0,0.00,17.100,69.00,449,p,,1301
PJ,4,c,"6",0,0.00,1.050,4.20,855,p,,1302
PJ,4,c,"70",0,0.00,40.300,161.00,3460,p,,1301
PJ,4,c,"8",0,0.00,0.955,3.82,655,p,,1302
PJ,4,c,"95",0,0.00,45.000,180.00,4280,p,,1301
PJ,5,c,"1",0,0.00,1.630,6.52,2365,p,,1302
PJ,5,c,"1.5",0,0.00,13.900,55.00,245,p,,1301
PJ,5,c,"10",0,0.00,21.700,87.00,785,p,,1301
PJ,5,c,"10",0,0.00,0.815,3.26,494,p,,1302
PJ,5,c,"12",0,0.00,0.710,2.84,365,p,,1302
PJ,5,c,"120",0,0.00,55.800,223.00,6623,p,,1301
PJ,5,c,"14",0,0.00,0.665,2.66,300,p,,1302
PJ,5,c,"150",0,0.00,60.500,242.00,8087,p,,1301
PJ,5,c,"16",0,0.00,24.800,99.00,1108,p,,1301
PJ,5,c,"16",0,0.00,0.620,2.48,252,p,,1302
PJ,5,c,"185",0,0.00,67.500,270.00,9427,p,,1301
PJ,5,c,"2",0,0.00,1.480,5.92,1932,p,,1302
PJ,5,c,"2.5",0,0.00,15.300,61.00,316,p,,1301
PJ,5,c,"25",0,0.00,29.900,120.00,1648,p,,1301
PJ,5,c,"35",0,0.00,33.600,134.00,2192,p,,1301
PJ,5,c,"4",0,0.00,16.700,67.00,405,p,,1301
PJ,5,c,"4",0,0.00,1.315,5.26,1404,p,,1302
PJ,5,c,"50",0,0.00,38.300,153.00,2982,p,,1301
PJ,5,c,"6",0,0.00,18.700,75.00,532,p,,1301
PJ,5,c,"6",0,0.00,1.180,4.72,1054,p,,1302
PJ,5,c,"70",0,0.00,44.800,179.00,4247,p,,1301
PJ,5,c,"8",0,0.00,1.030,4.12,759,p,,1302
PJ,5,c,"95",0,0.00,50.100,200.00,5252,p,,1301
PJ,7,c,"1.5",0,0.00,15.400,62.00,339,p,,1301
PJ,7,c,"14",0,0.00,0.710,2.84,346,p,,1302
PJ,7,c,"16",0,0.00,0.660,2.64,286,p,,1302
PJ,7,c,"2.5",0,0.00,17.400,70.00,449,p,,1301
PJ,10,c,"1.5",0,0.00,18.700,75.00,459,p,,1301
PJ,10,c,"2.5",0,0.00,21.300,85.00,613,p,,1301
PJ,12,c,"1.5",0,0.00,19.300,77.00,508,p,,1301
PJ,12,c,"14",0,0.00,0.945,3.78,573,p,,1302
PJ,12,c,"16",0,0.00,0.835,3.34,436,p,,1302
PJ,12,c,"2.5",0,0.00,22.200,89.00,694,p,,1301
PJ,14,c,"1.5",0,0.00,20.200,81.00,568,p,,1301
PJ,14,c,"2.5",0,0.00,23.400,93.00,779,p,,1301
PJ,16,c,"1.5",0,0.00,21.100,84.00,622,p,,1301
PJ,16,c,"2.5",0,0.00,24.400,98.00,858,p,,1301
PJ,19,c,"1.5",0,0.00,22.200,89.00,705,p,,1301
PJ,19,c,"14",0,0.00,1.065,4.26,756,p,,1302
PJ,19,c,"16",0,0.00,0.985,3.94,608,p,,1302
PJ,19,c,"2.5",0,0.00,25.900,104.00,987,p,,1301
PJ,24,c,"1.5",0,0.00,25.700,103.00,883,p,,1301
PJ,24,c,"14",0,0.00,1.245,4.98,985,p,,1302
PJ,24,c,"16",0,0.00,1.150,4.60,793,p,,1302
PJ,24,c,"2.5",0,0.00,29.800,119.00,1225,p,,1301
PJ,27,c,"1.5",0,0.00,26.300,105.00,953,p,,1301
PJ,27,c,"14",0,0.00,1.265,5.06,1038,p,,1302
PJ,27,c,"16",0,0.00,1.170,4.68,829,p,,1302
PJ,27,c,"2.5",0,0.00,30.500,122.00,1328,p,,1301
PJ,33,c,"1.5",0,0.00,28.200,113.00,1113,p,,1301
PJ,33,c,"14",0,0.00,1.340,5.36,1189,p,,1302
PJ,33,c,"16",0,0.00,1.235,4.94,941,p,,1302
PJ,33,c,"2.5",0,0.00,32.800,131.00,1571,p,,1301
PJ,37,c,"1.5",0,0.00,29.300,117.00,1217,p,,1301
PJ,37,c,"14",0,0.00,1.385,5.54,1281,p,,1302
PJ,37,c,"16",0,0.00,1.270,5.08,1008,p,,1302
PJ,37,c,"2.5",0,0.00,34.200,137.00,1727,p,,1301
PK,3,c,"1",3,10.00,1.275,5.10,1465,p,,1302
PK,3,c,"1/0",3,10.00,1.360,5.40,1720,p,,1302
PK,3,c,"10",3,14.00,0.785,3.10,420,p,,1302
PK,3,c,"12",3,18.00,0.710,2.80,316,p,,1302
PK,3,c,"14",3,18.00,0.685,2.70,283,p,,1302
PK,3,c,"2",3,10.00,1.180,4.70,1236,p,,1302
PK,3,c,"2/0",3,10.00,1.470,5.90,2039,p,,1302
PK,3,c,"262",3,6.00,2.000,8.00,3879,p,,1302
PK,3,c,"3/0",3,8.00,1.580,6.30,2511,p,,1302
PK,3,c,"313",3,6.00,2.075,8.30,4441,p,,1302
PK,3,c,"373",3,6.00,2.195,8.80,5079,p,,1302
PK,3,c,"4",3,12.00,1.055,4.20,896,p,,1302
PK,3,c,"4/0",3,8.00,1.805,7.20,3090,p,,1302
PK,3,c,"444",3,6.00,2.365,9.50,5767,p,,1302
PK,3,c,"535",3,6.00,2.580,10.30,6929,p,,1302
PK,3,c,"6",3,12.00,0.990,4.00,721,p,,1302
PK,3,c,"646",3,4.00,2.740,11.00,8174,p,,1302
PK,3,c,"777",3,4.00,3.025,12.10,9876,p,,1302
PK,3,c,"8",3,14.00,0.905,3.60,554,p,,1302
PL,3,c,"1",3,10.00,1.505,6.00,1908,p,,1302
PL,3,c,"1/0",3,10.00,1.590,6.40,2190,p,,1302
PL,3,c,"10",3,14.00,1.015,4.10,704,p,,1302
PL,3,c,"12",3,18.00,0.940,3.80,573,p,,1302
PL,3,c,"14",3,18.00,0.915,3.70,532,p,,1302
PL,3,c,"2",3,10.00,1.410,5.60,1648,p,,1302
PL,3,c,"2/0",3,10.00,1.765,7.10,2647,p,,1302
PL,3,c,"262",3,6.00,2.300,9.20,4693,p,,1302
PL,3,c,"3/0",3,8.00,1.875,7.50,3161,p,,1302
PL,3,c,"313",3,6.00,2.375,9.50,5283,p,,1302
PL,3,c,"373",3,6.00,2.495,10.00,5967,p,,1302
PL,3,c,"4",3,12.00,1.285,5.10,1267,p,,1302
PL,3,c,"4/0",3,8.00,2.105,8.40,3828,p,,1302
PL,3,c,"444",3,6.00,2.660,10.60,6720,p,,1302
PL,3,c,"535",3,6.00,2.945,11.80,8137,p,,1302
PL,3,c,"6",3,12.00,1.220,4.90,1069,p,,1302
PL,3,c,"646",3,4.00,3.105,12.40,9454,p,,1302
PL,3,c,"777",3,4.00,3.390,13.60,11281,p,,1302
PL,3,c,"8",3,14.00,1.135,4.50,875,p,,1302
PN,1,c,"1",0,0.00,0.610,1.80,378,p,,1302
PN,1,c,"1/0",0,0.00,0.650,2.00,457,p,,1302
PN,1,c,"1111",0,0.00,1.665,5.00,4020,p,,1302
PN,1,c,"2",0,0.00,0.525,1.60,289,p,,1302
PN,1,c,"2/0",0,0.00,0.700,2.10,555,p,,1302
PN,1,c,"262",0,0.00,0.965,2.90,1064,p,,1302
PN,1,c,"3/0",0,0.00,0.750,2.30,676,p,,1302
PN,1,c,"313",0,0.00,1.000,3.00,1243,p,,1302
PN,1,c,"373",0,0.00,1.055,3.20,1445,p,,1302
PN,1,c,"4",0,0.00,0.465,1.40,200,p,,1302
PN,1,c,"4/0",0,0.00,0.825,2.50,821,p,,1302
PN,1,c,"444",0,0.00,1.130,3.40,1658,p,,1302
PN,1,c,"535",0,0.00,1.230,3.70,2023,p,,1302
PN,1,c,"6",0,0.00,0.415,1.20,143,p,,1302
PN,1,c,"646",0,0.00,1.305,3.90,2366,p,,1302
PN,1,c,"777",0,0.00,1.405,4.20,2850,p,,1302
PN,1,c,"8",0,0.00,0.375,1.10,103,p,,1302
PS,1,c,"1",0,0.00,,1.40,314,p,,1302
PS,1,c,"1/0",0,0.00,,1.60,388,p,,1302
PS,1,c,"10",0,0.00,,0.70,47,p,,1302
PS,1,c,"1111",0,0.00,,4.50,3770,p,,1302
PS,1,c,"12",0,0.00,,0.60,33,p,,1302
PS,1,c,"14",0,0.00,,0.50,24,p,,1302
PS,1,c,"16",0,0.00,,0.50,18,p,,1302
PS,1,c,"18",0,0.00,,0.40,14,p,,1302
PS,1,c,"2",0,0.00,,1.30,247,p,,1302
PS,1,c,"2/0",0,0.00,,1.70,480,p,,1302
PS,1,c,"262",0,0.00,,2.30,926,p,,1302
PS,1,c,"3/0",0,0.00,,1.90,595,p,,1302
PS,1,c,"313",0,0.00,,2.50,1100,p,,1302
PS,1,c,"373",0,0.00,,2.60,1292,p,,1302
PS,1,c,"4",0,0.00,,1.10,164,p,,1302
PS,1,c,"4/0",0,0.00,,2.10,731,p,,1302
PS,1,c,"444",0,0.00,,2.90,1493,p,,1302
PS,1,c,"535",0,0.00,,3.20,1843,p,,1302
PS,1,c,"6",0,0.00,,0.90,111,p,,1302
PS,1,c,"646",0,0.00,,3.40,2174,p,,1302
PS,1,c,"777",0,0.00,,3.70,2642,p,,1302
PS,1,c,"8",0,0.00,,0.80,75,p,,1302
PT,1,c,"1111",0,0.00,,4.50,3799,p,,1302
PT,1,c,"262",0,0.00,,2.50,973,p,,1302
PT,1,c,"313",0,0.00,,2.60,1149,p,,1302
PT,1,c,"373",0,0.00,,2.80,1344,p,,1302
PT,1,c,"4/0",0,0.00,,2.30,787,p,,1302
PT,1,c,"444",0,0.00,,3.00,1550,p,,1302
PT,1,c,"535",0,0.00,,3.30,1904,p,,1302
